Semester,Section Number,Course Prefix,Course Number,Course Title,Course,Letter Grade,Count of letter grade,Department/Program
Fall 2021,52405,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52405",A,62,Computer Science
Fall 2021,52410,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52410",Other,63,Computer Science
Fall 2021,52410,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52410",F,10,Computer Science
Fall 2021,52410,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52410",D,1,Computer Science
Fall 2021,52410,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52410",D+,1,Computer Science
Fall 2021,52410,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52410",C-,5,Computer Science
Fall 2021,52410,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52410",C,6,Computer Science
Fall 2021,52410,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52410",C+,6,Computer Science
Fall 2021,52410,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52410",B-,4,Computer Science
Fall 2021,52410,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52410",B,10,Computer Science
Fall 2021,52410,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52410",B+,14,Computer Science
Fall 2021,52410,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52410",A-,12,Computer Science
Fall 2021,52410,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52410",A,66,Computer Science
Fall 2021,52415,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52415",Other,57,Computer Science
Fall 2021,52415,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52415",F,13,Computer Science
Fall 2021,52415,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52415",D,2,Computer Science
Fall 2021,52415,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52415",D+,3,Computer Science
Fall 2021,52415,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52415",C-,2,Computer Science
Fall 2021,52415,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52415",C,5,Computer Science
Fall 2021,52415,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52415",C+,3,Computer Science
Fall 2021,52415,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52415",B-,9,Computer Science
Fall 2021,52415,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52415",B,6,Computer Science
Fall 2021,52415,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52415",B+,10,Computer Science
Fall 2021,52415,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52415",A-,11,Computer Science
Fall 2021,52415,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 52415",A,76,Computer Science
Fall 2021,52420,C S, 303E,ELEMS OF COMPUTERS/PROGRAMMING,"C S-303E: ELEMS OF COMPUTERS/PROGRAMMING, Section no. 52420",Other,41,Computer Science
Fall 2021,52420,C S, 303E,ELEMS OF COMPUTERS/PROGRAMMING,"C S-303E: ELEMS OF COMPUTERS/PROGRAMMING, Section no. 52420",F,10,Computer Science
Fall 2021,52420,C S, 303E,ELEMS OF COMPUTERS/PROGRAMMING,"C S-303E: ELEMS OF COMPUTERS/PROGRAMMING, Section no. 52420",D,1,Computer Science
Fall 2021,52420,C S, 303E,ELEMS OF COMPUTERS/PROGRAMMING,"C S-303E: ELEMS OF COMPUTERS/PROGRAMMING, Section no. 52420",D+,2,Computer Science
Fall 2021,52420,C S, 303E,ELEMS OF COMPUTERS/PROGRAMMING,"C S-303E: ELEMS OF COMPUTERS/PROGRAMMING, Section no. 52420",C-,5,Computer Science
Fall 2021,52420,C S, 303E,ELEMS OF COMPUTERS/PROGRAMMING,"C S-303E: ELEMS OF COMPUTERS/PROGRAMMING, Section no. 52420",C,7,Computer Science
Fall 2021,52420,C S, 303E,ELEMS OF COMPUTERS/PROGRAMMING,"C S-303E: ELEMS OF COMPUTERS/PROGRAMMING, Section no. 52420",C+,4,Computer Science
Fall 2021,52420,C S, 303E,ELEMS OF COMPUTERS/PROGRAMMING,"C S-303E: ELEMS OF COMPUTERS/PROGRAMMING, Section no. 52420",B-,8,Computer Science
Fall 2021,52420,C S, 303E,ELEMS OF COMPUTERS/PROGRAMMING,"C S-303E: ELEMS OF COMPUTERS/PROGRAMMING, Section no. 52420",B,9,Computer Science
Fall 2021,52420,C S, 303E,ELEMS OF COMPUTERS/PROGRAMMING,"C S-303E: ELEMS OF COMPUTERS/PROGRAMMING, Section no. 52420",B+,4,Computer Science
Fall 2021,52420,C S, 303E,ELEMS OF COMPUTERS/PROGRAMMING,"C S-303E: ELEMS OF COMPUTERS/PROGRAMMING, Section no. 52420",A-,15,Computer Science
Fall 2021,52420,C S, 303E,ELEMS OF COMPUTERS/PROGRAMMING,"C S-303E: ELEMS OF COMPUTERS/PROGRAMMING, Section no. 52420",A,85,Computer Science
Fall 2021,52425,C S, 104C,COMPETITIVE PROGRAMMING,"C S-104C: COMPETITIVE PROGRAMMING, Section no. 52425",Other,10,Computer Science
Fall 2021,52425,C S, 104C,COMPETITIVE PROGRAMMING,"C S-104C: COMPETITIVE PROGRAMMING, Section no. 52425",F,1,Computer Science
Fall 2021,52425,C S, 104C,COMPETITIVE PROGRAMMING,"C S-104C: COMPETITIVE PROGRAMMING, Section no. 52425",C,2,Computer Science
Fall 2021,52425,C S, 104C,COMPETITIVE PROGRAMMING,"C S-104C: COMPETITIVE PROGRAMMING, Section no. 52425",B,3,Computer Science
Fall 2021,52425,C S, 104C,COMPETITIVE PROGRAMMING,"C S-104C: COMPETITIVE PROGRAMMING, Section no. 52425",A,52,Computer Science
Fall 2021,52450,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52450",Other,1,Computer Science
Fall 2021,52450,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52450",F,1,Computer Science
Fall 2021,52450,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52450",C+,1,Computer Science
Fall 2021,52450,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52450",B-,1,Computer Science
Fall 2021,52450,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52450",B,6,Computer Science
Fall 2021,52450,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52450",B+,5,Computer Science
Fall 2021,52450,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52450",A-,5,Computer Science
Fall 2021,52450,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52450",A,4,Computer Science
Fall 2021,52455,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52455",Other,2,Computer Science
Fall 2021,52455,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52455",D,1,Computer Science
Fall 2021,52455,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52455",C-,2,Computer Science
Fall 2021,52455,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52455",C,1,Computer Science
Fall 2021,52455,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52455",C+,2,Computer Science
Fall 2021,52455,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52455",B-,2,Computer Science
Fall 2021,52455,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52455",B,3,Computer Science
Fall 2021,52455,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52455",B+,1,Computer Science
Fall 2021,52455,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52455",A-,3,Computer Science
Fall 2021,52455,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52455",A,5,Computer Science
Fall 2021,52465,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52465",Other,2,Computer Science
Fall 2021,52465,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52465",B-,3,Computer Science
Fall 2021,52465,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52465",B,2,Computer Science
Fall 2021,52465,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52465",B+,5,Computer Science
Fall 2021,52465,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52465",A-,7,Computer Science
Fall 2021,52465,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52465",A,5,Computer Science
Fall 2021,52470,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52470",Other,1,Computer Science
Fall 2021,52470,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52470",C,1,Computer Science
Fall 2021,52470,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52470",C+,1,Computer Science
Fall 2021,52470,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52470",B-,3,Computer Science
Fall 2021,52470,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52470",B,5,Computer Science
Fall 2021,52470,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52470",B+,6,Computer Science
Fall 2021,52470,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52470",A-,5,Computer Science
Fall 2021,52470,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52470",A,2,Computer Science
Fall 2021,52475,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52475",F,1,Computer Science
Fall 2021,52475,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52475",C-,1,Computer Science
Fall 2021,52475,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52475",C+,2,Computer Science
Fall 2021,52475,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52475",B-,3,Computer Science
Fall 2021,52475,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52475",B,2,Computer Science
Fall 2021,52475,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52475",B+,5,Computer Science
Fall 2021,52475,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52475",A-,7,Computer Science
Fall 2021,52475,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52475",A,5,Computer Science
Fall 2021,52480,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52480",F,1,Computer Science
Fall 2021,52480,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52480",C-,1,Computer Science
Fall 2021,52480,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52480",C,3,Computer Science
Fall 2021,52480,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52480",C+,1,Computer Science
Fall 2021,52480,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52480",B-,3,Computer Science
Fall 2021,52480,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52480",B,2,Computer Science
Fall 2021,52480,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52480",B+,2,Computer Science
Fall 2021,52480,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52480",A-,4,Computer Science
Fall 2021,52480,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52480",A,7,Computer Science
Fall 2021,52485,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52485",F,1,Computer Science
Fall 2021,52485,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52485",D,1,Computer Science
Fall 2021,52485,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52485",C-,1,Computer Science
Fall 2021,52485,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52485",B-,2,Computer Science
Fall 2021,52485,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52485",B,1,Computer Science
Fall 2021,52485,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52485",B+,3,Computer Science
Fall 2021,52485,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52485",A-,8,Computer Science
Fall 2021,52485,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52485",A,8,Computer Science
Fall 2021,52490,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52490",C,1,Computer Science
Fall 2021,52490,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52490",B-,2,Computer Science
Fall 2021,52490,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52490",B,4,Computer Science
Fall 2021,52490,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52490",B+,4,Computer Science
Fall 2021,52490,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52490",A-,6,Computer Science
Fall 2021,52490,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52490",A,6,Computer Science
Fall 2021,52495,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52495",Other,1,Computer Science
Fall 2021,52495,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52495",D,1,Computer Science
Fall 2021,52495,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52495",C-,1,Computer Science
Fall 2021,52495,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52495",C,1,Computer Science
Fall 2021,52495,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52495",C+,2,Computer Science
Fall 2021,52495,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52495",B-,4,Computer Science
Fall 2021,52495,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52495",B,1,Computer Science
Fall 2021,52495,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52495",B+,3,Computer Science
Fall 2021,52495,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52495",A-,6,Computer Science
Fall 2021,52495,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52495",A,3,Computer Science
Fall 2021,52500,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52500",D,1,Computer Science
Fall 2021,52500,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52500",C-,1,Computer Science
Fall 2021,52500,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52500",B-,1,Computer Science
Fall 2021,52500,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52500",B,8,Computer Science
Fall 2021,52500,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52500",B+,5,Computer Science
Fall 2021,52500,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52500",A-,6,Computer Science
Fall 2021,52500,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52500",A,3,Computer Science
Fall 2021,52505,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52505",D,1,Computer Science
Fall 2021,52505,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52505",B-,3,Computer Science
Fall 2021,52505,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52505",B,1,Computer Science
Fall 2021,52505,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52505",B+,4,Computer Science
Fall 2021,52505,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52505",A-,8,Computer Science
Fall 2021,52505,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52505",A,8,Computer Science
Fall 2021,52510,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52510",Other,3,Computer Science
Fall 2021,52510,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52510",D,2,Computer Science
Fall 2021,52510,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52510",C-,2,Computer Science
Fall 2021,52510,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52510",C,3,Computer Science
Fall 2021,52510,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52510",C+,2,Computer Science
Fall 2021,52510,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52510",B-,3,Computer Science
Fall 2021,52510,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52510",B,3,Computer Science
Fall 2021,52510,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52510",B+,4,Computer Science
Fall 2021,52510,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52510",A-,2,Computer Science
Fall 2021,52510,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52510",A,3,Computer Science
Fall 2021,52515,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52515",Other,9,Computer Science
Fall 2021,52515,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52515",D,5,Computer Science
Fall 2021,52515,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52515",C-,3,Computer Science
Fall 2021,52515,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52515",C,3,Computer Science
Fall 2021,52515,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52515",C+,2,Computer Science
Fall 2021,52515,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52515",B,1,Computer Science
Fall 2021,52515,C S, 311,DISCRETE MATH FOR COMPUTER SCI,"C S-311: DISCRETE MATH FOR COMPUTER SCI, Section no. 52515",A,1,Computer Science
Fall 2021,52525,C S, 311H,DISCRETE MATH COMP SCI: HONORS,"C S-311H: DISCRETE MATH COMP SCI: HONORS, Section no. 52525",Other,1,Computer Science
Fall 2021,52525,C S, 311H,DISCRETE MATH COMP SCI: HONORS,"C S-311H: DISCRETE MATH COMP SCI: HONORS, Section no. 52525",B+,4,Computer Science
