Semester,Section Number,Course Prefix,Course Number,Course Title,Course,Letter Grade,Count of letter grade,Department/Program
Fall 2020,50695,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50695",Other,42,Computer Science
Fall 2020,50695,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50695",F,3,Computer Science
Fall 2020,50695,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50695",D,1,Computer Science
Fall 2020,50695,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50695",D+,3,Computer Science
Fall 2020,50695,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50695",C-,1,Computer Science
Fall 2020,50695,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50695",C,5,Computer Science
Fall 2020,50695,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50695",C+,1,Computer Science
Fall 2020,50695,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50695",B-,5,Computer Science
Fall 2020,50695,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50695",B,13,Computer Science
Fall 2020,50695,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50695",B+,6,Computer Science
Fall 2020,50695,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50695",A-,20,Computer Science
Fall 2020,50695,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50695",A,98,Computer Science
Fall 2020,50700,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50700",Other,42,Computer Science
Fall 2020,50700,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50700",F,2,Computer Science
Fall 2020,50700,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50700",D,1,Computer Science
Fall 2020,50700,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50700",D+,1,Computer Science
Fall 2020,50700,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50700",C-,2,Computer Science
Fall 2020,50700,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50700",C,1,Computer Science
Fall 2020,50700,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50700",C+,2,Computer Science
Fall 2020,50700,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50700",B-,6,Computer Science
Fall 2020,50700,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50700",B,12,Computer Science
Fall 2020,50700,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50700",B+,8,Computer Science
Fall 2020,50700,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50700",A-,10,Computer Science
Fall 2020,50700,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50700",A,112,Computer Science
Fall 2020,50705,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50705",Other,49,Computer Science
Fall 2020,50705,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50705",F,1,Computer Science
Fall 2020,50705,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50705",D,2,Computer Science
Fall 2020,50705,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50705",D+,1,Computer Science
Fall 2020,50705,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50705",C-,3,Computer Science
Fall 2020,50705,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50705",C+,1,Computer Science
Fall 2020,50705,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50705",B-,2,Computer Science
Fall 2020,50705,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50705",B,7,Computer Science
Fall 2020,50705,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50705",B+,5,Computer Science
Fall 2020,50705,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50705",A-,11,Computer Science
Fall 2020,50705,C S, 303E,ELEMS OF COMPTRS/PROGRAMMNG-WB,"C S-303E: ELEMS OF COMPTRS/PROGRAMMNG-WB, Section no. 50705",A,118,Computer Science
Fall 2020,50710,C S, 104C,COMPETITIVE PROGRAMMING-WB,"C S-104C: COMPETITIVE PROGRAMMING-WB, Section no. 50710",Other,15,Computer Science
Fall 2020,50710,C S, 104C,COMPETITIVE PROGRAMMING-WB,"C S-104C: COMPETITIVE PROGRAMMING-WB, Section no. 50710",F,1,Computer Science
Fall 2020,50710,C S, 104C,COMPETITIVE PROGRAMMING-WB,"C S-104C: COMPETITIVE PROGRAMMING-WB, Section no. 50710",C-,1,Computer Science
Fall 2020,50710,C S, 104C,COMPETITIVE PROGRAMMING-WB,"C S-104C: COMPETITIVE PROGRAMMING-WB, Section no. 50710",B-,1,Computer Science
Fall 2020,50710,C S, 104C,COMPETITIVE PROGRAMMING-WB,"C S-104C: COMPETITIVE PROGRAMMING-WB, Section no. 50710",B+,1,Computer Science
Fall 2020,50710,C S, 104C,COMPETITIVE PROGRAMMING-WB,"C S-104C: COMPETITIVE PROGRAMMING-WB, Section no. 50710",A-,7,Computer Science
Fall 2020,50710,C S, 104C,COMPETITIVE PROGRAMMING-WB,"C S-104C: COMPETITIVE PROGRAMMING-WB, Section no. 50710",A,55,Computer Science
Fall 2020,50715,C S, 105C,COMPUTER PROGRAMMING: C++-WB,"C S-105C: COMPUTER PROGRAMMING: C++-WB, Section no. 50715",Other,8,Computer Science
Fall 2020,50715,C S, 105C,COMPUTER PROGRAMMING: C++-WB,"C S-105C: COMPUTER PROGRAMMING: C++-WB, Section no. 50715",C,1,Computer Science
Fall 2020,50715,C S, 105C,COMPUTER PROGRAMMING: C++-WB,"C S-105C: COMPUTER PROGRAMMING: C++-WB, Section no. 50715",C+,1,Computer Science
Fall 2020,50715,C S, 105C,COMPUTER PROGRAMMING: C++-WB,"C S-105C: COMPUTER PROGRAMMING: C++-WB, Section no. 50715",B,1,Computer Science
Fall 2020,50715,C S, 105C,COMPUTER PROGRAMMING: C++-WB,"C S-105C: COMPUTER PROGRAMMING: C++-WB, Section no. 50715",B+,1,Computer Science
Fall 2020,50715,C S, 105C,COMPUTER PROGRAMMING: C++-WB,"C S-105C: COMPUTER PROGRAMMING: C++-WB, Section no. 50715",A-,2,Computer Science
Fall 2020,50715,C S, 105C,COMPUTER PROGRAMMING: C++-WB,"C S-105C: COMPUTER PROGRAMMING: C++-WB, Section no. 50715",A,1,Computer Science
Fall 2020,50720,C S, 109,COMPUTER PROGRAMMNG: PYTHON-WB,"C S-109: COMPUTER PROGRAMMNG: PYTHON-WB, Section no. 50720",Other,6,Computer Science
Fall 2020,50720,C S, 109,COMPUTER PROGRAMMNG: PYTHON-WB,"C S-109: COMPUTER PROGRAMMNG: PYTHON-WB, Section no. 50720",F,1,Computer Science
Fall 2020,50720,C S, 109,COMPUTER PROGRAMMNG: PYTHON-WB,"C S-109: COMPUTER PROGRAMMNG: PYTHON-WB, Section no. 50720",D+,2,Computer Science
Fall 2020,50720,C S, 109,COMPUTER PROGRAMMNG: PYTHON-WB,"C S-109: COMPUTER PROGRAMMNG: PYTHON-WB, Section no. 50720",B,2,Computer Science
Fall 2020,50720,C S, 109,COMPUTER PROGRAMMNG: PYTHON-WB,"C S-109: COMPUTER PROGRAMMNG: PYTHON-WB, Section no. 50720",B+,1,Computer Science
Fall 2020,50720,C S, 109,COMPUTER PROGRAMMNG: PYTHON-WB,"C S-109: COMPUTER PROGRAMMNG: PYTHON-WB, Section no. 50720",A,24,Computer Science
Fall 2020,50725,C S, 309,ENERGY ANALYTICS-FRI-WB,"C S-309: ENERGY ANALYTICS-FRI-WB, Section no. 50725",Other,1,Computer Science
Fall 2020,50725,C S, 309,ENERGY ANALYTICS-FRI-WB,"C S-309: ENERGY ANALYTICS-FRI-WB, Section no. 50725",F,1,Computer Science
Fall 2020,50725,C S, 309,ENERGY ANALYTICS-FRI-WB,"C S-309: ENERGY ANALYTICS-FRI-WB, Section no. 50725",A,31,Computer Science
Fall 2020,50730,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50730",C-,1,Computer Science
Fall 2020,50730,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50730",B-,1,Computer Science
Fall 2020,50730,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50730",B,3,Computer Science
Fall 2020,50730,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50730",B+,2,Computer Science
Fall 2020,50730,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50730",A-,8,Computer Science
Fall 2020,50730,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50730",A,8,Computer Science
Fall 2020,50735,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50735",F,1,Computer Science
Fall 2020,50735,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50735",A-,9,Computer Science
Fall 2020,50735,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50735",A,12,Computer Science
Fall 2020,50740,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50740",Other,2,Computer Science
Fall 2020,50740,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50740",C+,1,Computer Science
Fall 2020,50740,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50740",B+,2,Computer Science
Fall 2020,50740,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50740",A-,7,Computer Science
Fall 2020,50740,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50740",A,10,Computer Science
Fall 2020,50745,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50745",C,1,Computer Science
Fall 2020,50745,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50745",B-,2,Computer Science
Fall 2020,50745,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50745",B,1,Computer Science
Fall 2020,50745,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50745",B+,6,Computer Science
Fall 2020,50745,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50745",A-,6,Computer Science
Fall 2020,50745,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50745",A,10,Computer Science
Fall 2020,50750,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50750",B-,1,Computer Science
Fall 2020,50750,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50750",B+,7,Computer Science
Fall 2020,50750,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50750",A-,4,Computer Science
Fall 2020,50750,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50750",A,6,Computer Science
Fall 2020,50755,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50755",C,1,Computer Science
Fall 2020,50755,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50755",B-,2,Computer Science
Fall 2020,50755,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50755",B,2,Computer Science
Fall 2020,50755,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50755",B+,8,Computer Science
Fall 2020,50755,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50755",A-,7,Computer Science
Fall 2020,50755,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50755",A,8,Computer Science
Fall 2020,50760,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50760",Other,2,Computer Science
Fall 2020,50760,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50760",C-,1,Computer Science
Fall 2020,50760,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50760",C,3,Computer Science
Fall 2020,50760,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50760",C+,1,Computer Science
Fall 2020,50760,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50760",B-,3,Computer Science
Fall 2020,50760,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50760",B,2,Computer Science
Fall 2020,50760,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50760",B+,3,Computer Science
Fall 2020,50760,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50760",A-,3,Computer Science
Fall 2020,50760,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50760",A,8,Computer Science
Fall 2020,50765,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50765",C-,1,Computer Science
Fall 2020,50765,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50765",C+,1,Computer Science
Fall 2020,50765,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50765",B-,1,Computer Science
Fall 2020,50765,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50765",B,3,Computer Science
Fall 2020,50765,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50765",B+,2,Computer Science
Fall 2020,50765,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50765",A-,6,Computer Science
Fall 2020,50765,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50765",A,10,Computer Science
Fall 2020,50770,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50770",C-,1,Computer Science
Fall 2020,50770,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50770",B,3,Computer Science
Fall 2020,50770,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50770",B+,5,Computer Science
Fall 2020,50770,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50770",A-,9,Computer Science
Fall 2020,50770,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50770",A,9,Computer Science
Fall 2020,50775,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50775",Other,1,Computer Science
Fall 2020,50775,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50775",C-,1,Computer Science
Fall 2020,50775,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50775",B,2,Computer Science
Fall 2020,50775,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50775",B+,4,Computer Science
Fall 2020,50775,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50775",A-,4,Computer Science
Fall 2020,50775,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50775",A,10,Computer Science
Fall 2020,50780,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50780",B+,3,Computer Science
Fall 2020,50780,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50780",A-,7,Computer Science
Fall 2020,50780,C S, 311,DISCRETE MATH COMPTR SCI-WB,"C S-311: DISCRETE MATH COMPTR SCI-WB, Section no. 50780",A,13,Computer Science
Fall 2020,50785,C S, 311H,DISCRETE MATH COMP SCI: HON-WB,"C S-311H: DISCRETE MATH COMP SCI: HON-WB, Section no. 50785",Other,1,Computer Science
Fall 2020,50785,C S, 311H,DISCRETE MATH COMP SCI: HON-WB,"C S-311H: DISCRETE MATH COMP SCI: HON-WB, Section no. 50785",B,2,Computer Science
Fall 2020,50785,C S, 311H,DISCRETE MATH COMP SCI: HON-WB,"C S-311H: DISCRETE MATH COMP SCI: HON-WB, Section no. 50785",B+,1,Computer Science
Fall 2020,50785,C S, 311H,DISCRETE MATH COMP SCI: HON-WB,"C S-311H: DISCRETE MATH COMP SCI: HON-WB, Section no. 50785",A-,5,Computer Science
Fall 2020,50785,C S, 311H,DISCRETE MATH COMP SCI: HON-WB,"C S-311H: DISCRETE MATH COMP SCI: HON-WB, Section no. 50785",A,14,Computer Science
Fall 2020,50790,C S, 311H,DISCRETE MATH COMP SCI: HON-WB,"C S-311H: DISCRETE MATH COMP SCI: HON-WB, Section no. 50790",B-,1,Computer Science
Fall 2020,50790,C S, 311H,DISCRETE MATH COMP SCI: HON-WB,"C S-311H: DISCRETE MATH COMP SCI: HON-WB, Section no. 50790",B+,3,Computer Science
Fall 2020,50790,C S, 311H,DISCRETE MATH COMP SCI: HON-WB,"C S-311H: DISCRETE MATH COMP SCI: HON-WB, Section no. 50790",A-,5,Computer Science
Fall 2020,50790,C S, 311H,DISCRETE MATH COMP SCI: HON-WB,"C S-311H: DISCRETE MATH COMP SCI: HON-WB, Section no. 50790",A,9,Computer Science
Fall 2020,50795,C S, 311H,DISCRETE MATH COMP SCI: HON-WB,"C S-311H: DISCRETE MATH COMP SCI: HON-WB, Section no. 50795",B+,1,Computer Science
Fall 2020,50795,C S, 311H,DISCRETE MATH COMP SCI: HON-WB,"C S-311H: DISCRETE MATH COMP SCI: HON-WB, Section no. 50795",A-,2,Computer Science
Fall 2020,50795,C S, 311H,DISCRETE MATH COMP SCI: HON-WB,"C S-311H: DISCRETE MATH COMP SCI: HON-WB, Section no. 50795",A,28,Computer Science
Fall 2020,50797,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50797",Other,4,Computer Science
Fall 2020,50797,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50797",F,2,Computer Science
Fall 2020,50797,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50797",D+,1,Computer Science
Fall 2020,50797,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50797",C,3,Computer Science
Fall 2020,50797,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50797",C+,1,Computer Science
Fall 2020,50797,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50797",B-,1,Computer Science
Fall 2020,50797,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50797",B,1,Computer Science
Fall 2020,50797,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50797",B+,1,Computer Science
Fall 2020,50797,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50797",A,2,Computer Science
Fall 2020,50799,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50799",Other,4,Computer Science
Fall 2020,50799,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50799",F,1,Computer Science
Fall 2020,50799,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50799",D,1,Computer Science
Fall 2020,50799,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50799",C,1,Computer Science
Fall 2020,50799,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50799",C+,2,Computer Science
Fall 2020,50799,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50799",B-,3,Computer Science
Fall 2020,50799,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50799",B,2,Computer Science
Fall 2020,50799,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50799",B+,1,Computer Science
Fall 2020,50799,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50799",A-,4,Computer Science
Fall 2020,50799,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50799",A,5,Computer Science
Fall 2020,50800,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50800",Other,1,Computer Science
Fall 2020,50800,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50800",F,2,Computer Science
Fall 2020,50800,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50800",C-,1,Computer Science
Fall 2020,50800,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50800",C,2,Computer Science
Fall 2020,50800,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50800",B-,1,Computer Science
Fall 2020,50800,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50800",B,6,Computer Science
Fall 2020,50800,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50800",B+,2,Computer Science
Fall 2020,50800,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50800",A-,1,Computer Science
Fall 2020,50800,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50800",A,5,Computer Science
Fall 2020,50805,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50805",Other,1,Computer Science
Fall 2020,50805,C S, 312,INTRODUCTION TO PROGRAMMING-WB,"C S-312: INTRODUCTION TO PROGRAMMING-WB, Section no. 50805",C,1,Computer Science
